OrderID,OrderItemID,OrderTime,OrderQty,ProductID,CustID,GeoID,WhID,ShipTime,ModeID,ShipSchedule,GrossSales,DiscPc,Profit,CalID
296,745,2015-02-12 23:24:00,1,3,6665,3,1,2015-02-18,2,1,50,0.18,125,2
296,746,2015-01-05 7:21:00,2,11,6665,3,1,2015-01-07,2,1,90,0.02,106,1
313,783,2016-07-17 4:59:00,2,5,7543,7,1,2016-07-19,3,2,80,0.13,97,19
313,784,2015-01-05 13:18:00,2,3,7543,7,1,2015-01-09,3,2,100,0.09,125,1
315,789,2016-04-21 0:02:00,3,3,4375,7,2,2016-04-26,1,4,150,0.25,125,16
315,790,2015-01-05 14:00:00,1,1,4375,7,2,2015-01-11,1,4,60,0.1,147,1
315,791,2015-01-05 14:00:00,1,8,4375,7,2,2015-01-05,1,4,200,0.09,100,1
315,792,2015-01-05 14:00:00,4,4,4375,7,2,2017-08-19,1,4,400,0.12,245,1
316,793,2015-01-05 14:21:00,1,6,3870,7,1,2015-01-07,3,2,130,0.2,65,1
318,794,2017-05-10 13:30:00,1,6,8829,2,2,2017-05-14,2,1,130,0.18,65,29
333,827,2015-01-20 7:09:00,1,1,2071,1,2,2015-01-22,1,4,60,0.07,147,1
333,828,2015-01-05 20:18:00,2,4,2071,1,2,2015-02-13,1,4,200,0.09,245,1
333,829,2015-01-05 20:18:00,1,9,2071,1,2,2015-01-09,1,4,300,0.18,150,1
333,830,2015-10-28 9:23:00,1,6,2071,1,2,2015-11-02,1,4,130,0.12,65,10
335,833,2015-01-03 17:30:00,1,7,7710,12,2,2015-01-07,1,4,400,0.15,200,1
335,834,2015-01-05 21:00:00,4,1,7710,12,2,2015-01-11,1,4,240,0.04,147,1
335,835,2015-11-20 0:04:00,3,4,7710,12,2,2015-11-24,1,4,300,0.13,245,11
335,836,2016-01-17 1:44:00,1,1,7710,12,2,2016-01-19,1,4,60,0.06,147,13
335,837,2015-12-29 6:51:00,4,3,7710,12,2,2016-01-03,1,4,200,0.18,125,12
336,838,2015-01-05 21:21:00,1,9,5479,5,2,2015-01-07,1,4,300,0.17,150,1
338,841,2015-01-05 22:03:00,4,4,4666,8,1,2015-01-09,1,4,400,0.1,245,1
338,842,2015-01-05 22:03:00,1,9,4666,8,1,2015-01-09,1,4,300,0.16,150,1
338,843,2016-02-02 16:26:00,4,1,4666,8,1,2016-02-07,1,4,240,0.03,147,14
338,844,2015-01-05 22:03:00,4,5,4666,8,1,2015-01-09,1,4,160,0.12,97,1
353,877,2016-03-05 14:38:00,3,1,2234,13,2,2016-03-07,1,4,180,0.18,147,15
353,878,2017-02-12 9:15:00,4,3,2234,13,2,2017-02-14,1,4,200,0.17,125,26
353,879,2015-01-06 3:19:00,1,3,2234,13,2,2015-01-10,1,4,50,0.1,125,1
353,880,2015-07-10 23:12:00,1,6,2234,13,2,2017-07-25,1,4,130,0.06,65,7
355,882,2015-01-06 4:01:00,1,9,11682,13,2,2015-01-16,1,4,300,0.12,150,1
355,883,2015-06-28 6:24:00,5,3,11682,13,2,2015-07-02,1,4,250,0.07,125,6
356,884,2015-01-06 4:22:00,4,3,2209,13,1,2015-01-08,1,4,200,0.16,125,1
356,885,2015-01-06 4:22:00,1,2,2209,13,1,2015-01-08,1,4,50,0.16,125,1
356,886,2015-01-06 4:22:00,2,12,2209,13,1,2015-01-08,1,4,140,0.09,139,1
356,887,2015-01-06 4:22:00,2,4,2209,13,1,2017-02-20,1,4,200,0.07,245,1
358,890,2015-01-06 5:04:00,2,1,2979,14,1,2015-01-10,3,2,120,0.15,147,1
358,891,2015-01-06 5:04:00,1,2,2979,14,1,2017-06-30,3,2,50,0.15,125,1
358,892,2015-01-06 5:04:00,5,3,2979,14,1,2016-07-23,3,2,250,0.06,125,1
358,893,2015-01-06 5:04:00,3,1,2979,14,1,2017-02-07,3,2,180,0.17,147,1
373,931,2015-01-14 22:55:00,1,7,3630,3,1,2015-01-16,3,2,400,0.01,200,1
373,932,2015-01-06 10:19:00,1,2,3630,3,1,2015-01-10,3,2,50,0.12,125,1
373,933,2015-01-06 10:19:00,1,2,3630,3,1,2015-01-10,3,2,50,0.1,125,1
373,934,2015-01-06 10:19:00,2,1,3630,3,1,2015-01-10,3,2,120,0.1,147,1
375,935,2015-03-10 2:42:00,1,12,6561,3,2,2015-03-13,3,2,70,0.02,139,3
375,936,2015-01-05 4:32:00,1,46,6561,3,2,2015-01-09,3,2,25,0.09,59,1
376,937,2015-01-06 11:22:00,1,3,1369,6,1,2015-01-08,3,2,50,0.09,125,1
376,938,2015-01-06 11:22:00,4,1,1369,6,1,2017-04-27,3,2,240,0.02,147,1
376,939,2015-04-01 15:59:00,1,7,1369,6,1,2015-04-03,3,2,400,NULL,200,4
376,940,2015-01-06 11:22:00,2,2,1369,6,1,2015-01-08,3,2,100,0.09,125,1
378,942,2015-01-06 12:04:00,1,3,10071,3,2,2015-01-10,3,2,50,0.07,125,1
378,943,2015-01-21 13:17:00,3,5,10071,3,2,2015-01-23,3,2,120,0.15,97,1
378,944,2015-01-06 12:04:00,1,18,10071,3,2,2015-01-10,3,2,32,0.2,73,1
378,945,2015-08-14 9:40:00,1,8,10071,3,2,2015-08-17,3,2,200,0.13,100,8
393,978,2015-01-06 17:20:00,1,9,1047,6,1,2015-01-10,1,4,300,0.05,150,1
395,980,2015-01-06 18:02:00,4,26,3934,6,2,2015-01-12,1,4,120,0.12,55,1
396,981,2015-01-06 18:23:00,4,34,9078,6,2,2015-01-08,1,4,88,NULL,36,1
396,982,2015-01-06 18:23:00,3,14,9078,6,2,2015-01-08,1,4,195,0.05,143,1
398,985,2015-01-06 19:05:00,1,9,1365,3,2,2015-01-10,1,4,300,0.04,150,1
398,986,2016-09-20 17:41:00,1,2,1365,3,2,2016-09-23,1,4,50,0.07,125,21
398,987,2015-01-06 19:05:00,1,9,1365,3,2,2015-01-10,1,4,300,0.03,150,1
398,988,2015-01-06 19:05:00,1,7,1365,3,2,2015-01-10,1,4,400,0.16,200,1
413,1022,2015-01-07 0:20:00,5,3,7278,15,2,2015-01-11,1,4,250,0.01,125,1
413,1023,2015-03-27 3:54:00,3,3,7278,15,2,2015-04-02,1,4,150,0.13,125,3
413,1024,2015-01-07 0:20:00,4,2,7278,15,2,2015-01-11,1,4,200,0.17,125,1
413,1025,2015-01-07 18:54:00,1,8,7278,15,2,2015-01-09,1,4,200,0.04,100,1
413,1026,2015-01-07 0:20:00,2,32,7278,15,2,2015-02-06,1,4,40,0.05,47,1
415,1032,2015-01-07 1:02:00,1,1,6110,10,2,2015-02-25,2,1,60,0.01,147,1
415,1033,2015-01-07 1:02:00,1,28,6110,10,2,2015-01-09,2,1,18,0.12,42,1
415,1034,2015-01-07 1:02:00,1,8,6110,10,2,2015-01-09,2,1,200,0.03,100,1
416,1035,2015-01-07 1:23:00,1,8,1561,10,2,2015-01-09,2,1,200,0.02,100,1
418,1041,2015-01-10 12:46:00,1,6,4269,8,2,2015-01-15,4,3,130,0.06,65,1
418,1042,2015-04-04 2:50:00,1,2,4269,8,2,2015-04-06,4,3,50,0.05,125,4
418,1043,2015-01-07 2:05:00,1,7,4269,8,2,2015-01-07,4,3,400,0.1,200,1
433,1076,2015-01-07 7:20:00,3,2,792,5,1,2015-01-11,3,2,150,0.15,125,1
436,1077,2015-01-07 8:24:00,1,7,7610,10,2,2015-01-09,1,4,400,0.05,200,1
436,1078,2015-02-16 0:38:00,3,3,7610,10,2,2016-02-10,1,4,150,0.12,125,2
436,1079,2015-01-07 8:24:00,2,5,7610,10,2,2015-01-09,1,4,80,0.07,97,1
438,1084,2015-01-07 9:06:00,2,1,8256,8,2,2016-10-30,1,4,120,0.06,147,1
453,1110,2015-01-07 14:21:00,1,7,381,3,2,2015-01-11,1,4,400,0.01,200,1
455,1112,2015-01-07 15:03:00,1,7,6575,3,2,2015-01-13,1,4,400,NULL,200,1
455,1113,2015-01-07 15:03:00,3,5,6575,3,2,2015-01-13,1,4,120,0.09,97,1
455,1114,2015-01-07 15:03:00,2,3,6575,3,2,2015-01-13,1,4,100,0.04,125,1
455,1115,2015-01-07 15:03:00,1,8,6575,3,2,2015-01-13,1,4,200,0.13,100,1
456,1116,2015-01-07 15:24:00,5,1,11295,11,2,2015-01-09,1,4,300,0.03,147,1
456,1117,2015-01-07 15:24:00,1,6,11295,11,2,2015-01-09,1,4,130,0.01,65,1
456,1118,2015-03-27 3:54:00,3,3,11295,11,2,2015-04-02,1,4,150,0.1,125,3
456,1119,2015-01-07 15:24:00,2,1,11295,11,2,2015-01-09,1,4,120,0.05,147,1
458,1120,2015-09-10 23:28:00,1,26,5358,9,2,2015-09-12,1,4,30,0.05,55,9
458,1121,2015-01-07 16:06:00,1,1,5358,9,2,2015-01-11,1,4,60,0.25,147,1
458,1122,2016-03-06 15:30:00,5,3,5358,9,2,2016-03-09,1,4,250,0.25,125,15
458,1123,2015-01-07 16:06:00,1,9,5358,9,2,2015-01-11,1,4,300,0.06,150,1
473,1158,2015-01-07 21:21:00,5,1,5359,12,2,2016-04-10,1,4,300,0.02,147,1
473,1159,2016-04-10 0:55:00,1,3,5359,12,2,2016-04-14,1,4,50,0.03,125,16
473,1160,2015-12-03 13:32:00,5,4,5359,12,2,2015-12-05,1,4,500,0.05,245,12
475,1166,2015-01-07 22:03:00,5,4,4567,9,1,2015-01-13,1,4,500,0.04,245,1
475,1167,2015-01-07 22:03:00,3,3,4567,9,1,2015-02-02,1,4,150,0.06,125,1
476,1168,2015-01-07 22:24:00,1,8,6020,9,1,2015-01-09,1,4,200,0.07,100,1
478,1174,2015-01-07 23:06:00,1,8,7657,9,2,2015-01-11,3,2,200,0.04,100,1
493,1214,2015-01-08 4:22:00,1,7,1180,4,2,2015-01-12,3,2,400,0.06,200,1
493,1215,2015-01-29 1:21:00,1,8,1180,4,2,2015-02-02,3,2,200,NULL,100,1
493,1216,2015-01-08 4:22:00,1,7,1180,4,2,2015-01-12,3,2,400,0.05,200,1
493,1217,2016-02-19 9:13:00,1,6,1180,4,2,2016-02-23,3,2,130,0.05,65,14
495,1220,2015-01-08 5:04:00,2,14,7242,3,2,2015-02-10,1,4,130,0.03,143,1
495,1221,2015-02-21 0:27:00,4,4,7242,3,2,2016-07-27,1,4,400,0.05,245,2
495,1222,2015-01-31 18:10:00,4,4,7242,3,2,2016-07-22,1,4,400,0.04,245,1
496,1223,2015-01-08 5:25:00,1,1,615,11,2,2015-01-10,1,4,60,0.18,147,1
496,1224,2015-01-08 5:25:00,3,2,615,11,2,2015-01-10,1,4,150,0.1,125,1
496,1225,2015-01-08 5:25:00,1,41,615,11,2,2015-01-10,1,4,52,0.01,100,1
496,1226,2015-01-08 5:25:00,1,6,615,11,2,2015-01-10,1,4,130,0.03,65,1
496,1227,2015-01-08 5:25:00,1,3,615,11,2,2015-01-10,1,4,50,0.02,125,1
498,1229,2015-01-08 6:07:00,1,9,6828,11,2,2015-01-12,1,4,300,0.16,150,1
498,1230,2015-11-09 18:49:00,1,6,6828,11,2,2015-11-13,1,4,130,0.02,65,11
513,1271,2015-01-08 11:22:00,1,6,10479,11,1,2015-01-12,1,4,130,0.2,65,1
513,1272,2015-01-08 11:22:00,2,1,10479,11,1,2015-01-12,1,4,120,0.03,147,1
513,1273,2015-01-08 11:22:00,1,6,10479,11,1,2015-01-12,1,4,130,0.18,65,1
513,1274,2015-01-08 11:22:00,2,4,10479,11,1,2015-01-12,1,4,200,0.25,245,1
515,1275,2015-01-03 8:03:00,1,7,5921,11,1,2015-01-05,1,4,400,0.25,200,1
516,1276,2015-01-08 12:25:00,4,2,9204,11,1,2015-01-10,1,4,200,0.12,125,1
516,1277,2015-01-08 12:25:00,1,6,9204,11,1,2015-01-10,1,4,130,0.17,65,1
516,1278,2015-01-08 12:25:00,1,7,9204,11,1,2015-01-10,1,4,400,0.2,200,1
518,1284,2017-01-01 10:21:00,1,9,5257,7,2,2017-01-02,1,4,300,0.1,150,25
535,1325,2015-01-08 19:05:00,5,1,66,1,1,2015-01-14,1,4,300,0.18,147,1
535,1326,2015-01-31 18:31:00,1,2,66,1,1,2015-02-05,1,4,50,0.2,125,1
535,1327,2015-01-08 19:05:00,1,7,66,1,1,2015-01-14,1,4,400,0.12,200,1
536,1328,2015-01-08 19:26:00,5,1,9981,1,2,2015-01-10,1,4,300,0.17,147,1
536,1329,2015-01-08 19:26:00,5,4,9981,1,2,2016-12-17,1,4,500,0.03,245,1
536,1330,2015-01-08 19:26:00,1,5,9981,1,2,2017-03-22,1,4,40,0.18,97,1
536,1331,2016-02-14 17:49:00,1,6,9981,1,2,2016-02-20,1,4,130,0.09,65,14
538,1336,2015-01-08 20:08:00,5,1,4871,1,1,2017-07-25,1,4,300,0.16,147,1
538,1337,2015-09-25 6:48:00,4,1,4871,1,1,2015-05-26,1,4,240,0.15,147,9
538,1338,2015-01-08 20:08:00,1,3,4871,1,1,2015-01-12,1,4,50,0.17,125,1
538,1339,2015-01-06 19:26:00,1,7,4871,1,1,2015-01-11,1,4,400,0.09,200,1
538,1340,2016-06-10 19:14:00,1,6,4871,1,1,2015-08-14,1,4,130,0.07,65,18
555,1384,2015-01-09 2:05:00,2,1,976,3,1,2015-01-15,1,4,120,0.2,147,1
555,1385,2015-01-09 2:05:00,1,7,976,3,1,2015-01-15,1,4,400,0.05,200,1
555,1386,2015-01-09 2:05:00,2,4,976,3,1,2017-02-25,1,4,200,0.18,245,1
556,1387,2015-01-04 16:38:00,2,2,7838,3,1,2015-01-09,2,1,100,0.25,125,1
556,1388,2015-01-09 2:26:00,5,24,7838,3,1,2015-01-11,2,1,150,0.05,71,1
